SNP	Most_severe_consequence	Gene_symbol	Gene_ID	Transcript_ID	Consequence	Impact	Biotype	Exon	Protein_position	Amino_acids
rs34569984	intron_variant	CACNA1H		ENST00000564954	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs34569984	intron_variant	CACNA1H		ENST00000564954	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs34569984	intron_variant	CACNA1H		ENST00000565831	intron_variant	MODIFIER	protein_coding			
rs34569984	intron_variant	CACNA1H		ENST00000565831	intron_variant	MODIFIER	protein_coding			
rs34569984	intron_variant	CACNA1H		ENST00000565831	intron_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000219406	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000219406	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000219406	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	ARHGDIG		ENST00000219409	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	ARHGDIG		ENST00000219409	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	ARHGDIG		ENST00000219409	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	AXIN1		ENST00000262320	3_prime_UTR_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	AXIN1		ENST00000262320	3_prime_UTR_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	AXIN1		ENST00000262320	3_prime_UTR_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	AXIN1		ENST00000354866	3_prime_UTR_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	AXIN1		ENST00000354866	3_prime_UTR_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	AXIN1		ENST00000354866	3_prime_UTR_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000404312	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000404312	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000404312	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	ARHGDIG		ENST00000414650	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	ARHGDIG		ENST00000414650	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	ARHGDIG		ENST00000414650	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000435833	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000435833	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000435833	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000456379	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000456379	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000456379	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	AXIN1		ENST00000457798	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	AXIN1		ENST00000457798	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	AXIN1		ENST00000457798	downstream_gene_variant	MODIFIER	protein_coding			
rs34665498	3_prime_UTR_variant	AXIN1		ENST00000461023	non_coding_transcript_exon_variant	MODIFIER	retained_intron			
rs34665498	3_prime_UTR_variant	AXIN1		ENST00000461023	non_coding_transcript_exon_variant	MODIFIER	retained_intron			
rs34665498	3_prime_UTR_variant	AXIN1		ENST00000461023	non_coding_transcript_exon_variant	MODIFIER	retained_intron			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000462950	downstream_gene_variant	MODIFIER	processed_transcript			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000462950	downstream_gene_variant	MODIFIER	processed_transcript			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000462950	downstream_gene_variant	MODIFIER	processed_transcript			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000467212	downstream_gene_variant	MODIFIER	retained_intron			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000467212	downstream_gene_variant	MODIFIER	retained_intron			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000467212	downstream_gene_variant	MODIFIER	retained_intron			
rs34665498	3_prime_UTR_variant	ARHGDIG		ENST00000477621	downstream_gene_variant	MODIFIER	retained_intron			
rs34665498	3_prime_UTR_variant	ARHGDIG		ENST00000477621	downstream_gene_variant	MODIFIER	retained_intron			
rs34665498	3_prime_UTR_variant	ARHGDIG		ENST00000477621	downstream_gene_variant	MODIFIER	retained_intron			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000482665	downstream_gene_variant	MODIFIER	retained_intron			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000482665	downstream_gene_variant	MODIFIER	retained_intron			
rs34665498	3_prime_UTR_variant	PDIA2		ENST00000482665	downstream_gene_variant	MODIFIER	retained_intron			
rs35368444	intergenic_variant				intergenic_variant					
rs35575195	regulatory_region_variant				regulatory_region_variant					
rs35632228	3_prime_UTR_variant	LMX1B		ENST00000355497	3_prime_UTR_variant	MODIFIER	protein_coding			
rs35632228	3_prime_UTR_variant	LMX1B		ENST00000355497	3_prime_UTR_variant	MODIFIER	protein_coding			
rs35632228	3_prime_UTR_variant	LMX1B		ENST00000373474	downstream_gene_variant	MODIFIER	protein_coding			
rs35632228	3_prime_UTR_variant	LMX1B		ENST00000373474	downstream_gene_variant	MODIFIER	protein_coding			
rs35632228	3_prime_UTR_variant	LMX1B		ENST00000425646	3_prime_UTR_variant	MODIFIER	protein_coding			
rs35632228	3_prime_UTR_variant	LMX1B		ENST00000425646	3_prime_UTR_variant	MODIFIER	protein_coding			
rs35632228	3_prime_UTR_variant	LMX1B		ENST00000526117	downstream_gene_variant	MODIFIER	protein_coding			
rs35632228	3_prime_UTR_variant	LMX1B		ENST00000526117	downstream_gene_variant	MODIFIER	protein_coding			
rs35632228	3_prime_UTR_variant	LMX1B		ENST00000561065	downstream_gene_variant	MODIFIER	protein_coding			
rs35632228	3_prime_UTR_variant	LMX1B		ENST00000561065	downstream_gene_variant	MODIFIER	protein_coding			
rs35632228	3_prime_UTR_variant	RP11-489N22.3		ENST00000602859	upstream_gene_variant	MODIFIER	lincRNA			
rs35632228	3_prime_UTR_variant	RP11-489N22.3		ENST00000602859	upstream_gene_variant	MODIFIER	lincRNA			
rs35889227	intron_variant	FOXN3		ENST00000345097	intron_variant	MODIFIER	protein_coding			
rs35889227	intron_variant	Y_RNA		ENST00000516713	downstream_gene_variant	MODIFIER	misc_RNA			
rs35889227	intron_variant	FOXN3		ENST00000555353	intron_variant	MODIFIER	protein_coding			
rs35889227	intron_variant	FOXN3		ENST00000555855	intron_variant	MODIFIER	protein_coding			
rs3747579	missense_variant	CORO7		ENST00000251166	missense_variant	MODERATE	protein_coding		193.0	R/Q
rs3747579	missense_variant	CORO7		ENST00000423908	missense_variant	MODERATE	protein_coding		25.0	R/Q
rs3747579	missense_variant	CORO7		ENST00000537233	missense_variant	MODERATE	protein_coding		175.0	R/Q
rs3747579	missense_variant	CORO7		ENST00000539968	5_prime_UTR_variant	MODIFIER	protein_coding			
rs3747579	missense_variant	CORO7		ENST00000570645	missense_variant	MODERATE	protein_coding		27.0	G/R
rs3747579	missense_variant	CORO7		ENST00000570928	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3747579	missense_variant	CORO7		ENST00000571052	missense_variant	MODERATE	protein_coding		27.0	G/R
rs3747579	missense_variant	CORO7		ENST00000571059	intron_variant	MODIFIER	protein_coding			
rs3747579	missense_variant	CORO7		ENST00000571227	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3747579	missense_variant	CORO7		ENST00000571756	missense_variant,NMD_transcript_variant	MODERATE	nonsense_mediated_decay		173.0	G/R
rs3747579	missense_variant	CORO7		ENST00000572044	missense_variant	MODERATE	protein_coding		25.0	R/Q
rs3747579	missense_variant	CORO7		ENST00000572549	missense_variant	MODERATE	protein_coding		38.0	R/Q
rs3747579	missense_variant	CORO7		ENST00000573245	non_coding_transcript_exon_variant	MODIFIER	retained_intron			
rs3747579	missense_variant	CORO7		ENST00000574025	missense_variant	MODERATE	protein_coding		108.0	R/Q
rs3747579	missense_variant	CORO7		ENST00000574311	missense_variant,NMD_transcript_variant	MODERATE	nonsense_mediated_decay		25.0	R/Q
rs3747579	missense_variant	CORO7		ENST00000575038	missense_variant	MODERATE	protein_coding		173.0	G/R
rs3747579	missense_variant	CORO7		ENST00000575714	non_coding_transcript_exon_variant	MODIFIER	retained_intron			
rs3747579	missense_variant	CORO7		ENST00000575850	missense_variant	MODERATE	protein_coding		206.0	R/Q
rs3747579	missense_variant	CORO7		ENST00000576437	missense_variant,NMD_transcript_variant	MODERATE	nonsense_mediated_decay		27.0	G/R
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000341633	intron_variant	MODIFIER	protein_coding			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000341633	intron_variant	MODIFIER	protein_coding			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000417763	intron_variant	MODIFIER	protein_coding			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000417763	intron_variant	MODIFIER	protein_coding			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000445795	intron_variant	MODIFIER	protein_coding			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000445795	intron_variant	MODIFIER	protein_coding			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000571025	3_prime_UTR_variant	MODIFIER	protein_coding			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000571025	3_prime_UTR_variant	MODIFIER	protein_coding			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000572600	intron_variant	MODIFIER	protein_coding			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000572600	intron_variant	MODIFIER	protein_coding			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000572632	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000572632	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000574551	downstream_gene_variant	MODIFIER	protein_coding			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000574551	downstream_gene_variant	MODIFIER	protein_coding			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000575134	downstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000575134	downstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000575323	downstream_gene_variant	MODIFIER	retained_intron			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000575323	downstream_gene_variant	MODIFIER	retained_intron			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000576634	intron_variant	MODIFIER	protein_coding			
rs3751837	3_prime_UTR_variant	CLUAP1		ENST00000576634	intron_variant	MODIFIER	protein_coding			
rs3757974	intron_variant	DGAT1		ENST00000561737	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000561737	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000564602	intron_variant	MODIFIER	protein_coding			
rs3757974	intron_variant	DGAT1		ENST00000564602	intron_variant	MODIFIER	protein_coding			
rs3757974	intron_variant	DGAT1		ENST00000565392	upstream_gene_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000565392	upstream_gene_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000565657	intron_variant	MODIFIER	protein_coding			
rs3757974	intron_variant	DGAT1		ENST00000565657	intron_variant	MODIFIER	protein_coding			
rs3757974	intron_variant	DGAT1		ENST00000566444	upstream_gene_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000566444	upstream_gene_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000567463	upstream_gene_variant	MODIFIER	processed_transcript			
rs3757974	intron_variant	DGAT1		ENST00000567463	upstream_gene_variant	MODIFIER	processed_transcript			
rs3757974	intron_variant	DGAT1		ENST00000569868	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000569868	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000332324	intron_variant	MODIFIER	protein_coding			
rs3757974	intron_variant	DGAT1		ENST00000332324	intron_variant	MODIFIER	protein_coding			
rs3757974	intron_variant	DGAT1		ENST00000524844	upstream_gene_variant	MODIFIER	processed_transcript			
rs3757974	intron_variant	DGAT1		ENST00000524844	upstream_gene_variant	MODIFIER	processed_transcript			
rs3757974	intron_variant	DGAT1		ENST00000524965	upstream_gene_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000524965	upstream_gene_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000525371	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000525371	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000526479	upstream_gene_variant	MODIFIER	processed_transcript			
rs3757974	intron_variant	DGAT1		ENST00000526479	upstream_gene_variant	MODIFIER	processed_transcript			
rs3757974	intron_variant	DGAT1		ENST00000527438	upstream_gene_variant	MODIFIER	processed_transcript			
rs3757974	intron_variant	DGAT1		ENST00000527438	upstream_gene_variant	MODIFIER	processed_transcript			
rs3757974	intron_variant	DGAT1		ENST00000527885	upstream_gene_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000527885	upstream_gene_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000528718	upstream_gene_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000528718	upstream_gene_variant	MODIFIER	retained_intron			
rs3757974	intron_variant	DGAT1		ENST00000531896	intron_variant	MODIFIER	protein_coding			
rs3757974	intron_variant	DGAT1		ENST00000531896	intron_variant	MODIFIER	protein_coding			
rs3959569	missense_variant	MAPKBP1		ENST00000221214	missense_variant	MODERATE	protein_coding		1117.0	R/H
rs3959569	missense_variant	MAPKBP1		ENST00000221214	missense_variant	MODERATE	protein_coding		1117.0	R/P
rs3959569	missense_variant	MAPKBP1		ENST00000260357	missense_variant	MODERATE	protein_coding		1073.0	R/H
rs3959569	missense_variant	MAPKBP1		ENST00000260357	missense_variant	MODERATE	protein_coding		1073.0	R/P
rs3959569	missense_variant	JMJD7		ENST00000397299	upstream_gene_variant	MODIFIER	protein_coding			
rs3959569	missense_variant	JMJD7		ENST00000397299	upstream_gene_variant	MODIFIER	protein_coding			
rs3959569	missense_variant	JMJD7		ENST00000405106	upstream_gene_variant	MODIFIER	processed_transcript			
rs3959569	missense_variant	JMJD7		ENST00000405106	upstream_gene_variant	MODIFIER	processed_transcript			
rs3959569	missense_variant	JMJD7		ENST00000408047	upstream_gene_variant	MODIFIER	protein_coding			
rs3959569	missense_variant	JMJD7		ENST00000408047	upstream_gene_variant	MODIFIER	protein_coding			
rs3959569	missense_variant	JMJD7		ENST00000431823	upstream_gene_variant	MODIFIER	protein_coding			
rs3959569	missense_variant	JMJD7		ENST00000431823	upstream_gene_variant	MODIFIER	protein_coding			
rs3959569	missense_variant	MAPKBP1		ENST00000456763	missense_variant	MODERATE	protein_coding		1240.0	R/H
rs3959569	missense_variant	MAPKBP1		ENST00000456763	missense_variant	MODERATE	protein_coding		1240.0	R/P
rs3959569	missense_variant	MAPKBP1		ENST00000457542	missense_variant	MODERATE	protein_coding		1234.0	R/H
rs3959569	missense_variant	MAPKBP1		ENST00000457542	missense_variant	MODERATE	protein_coding		1234.0	R/P
rs3959569	missense_variant	MAPKBP1		ENST00000502695	downstream_gene_variant	MODIFIER	retained_intron			
rs3959569	missense_variant	MAPKBP1		ENST00000502695	downstream_gene_variant	MODIFIER	retained_intron			
rs3959569	missense_variant	MAPKBP1		ENST00000505061	non_coding_transcript_exon_variant	MODIFIER	retained_intron			
rs3959569	missense_variant	MAPKBP1		ENST00000505061	non_coding_transcript_exon_variant	MODIFIER	retained_intron			
rs3959569	missense_variant	MAPKBP1		ENST00000505373	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3959569	missense_variant	MAPKBP1		ENST00000505373	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3959569	missense_variant	MAPKBP1		ENST00000506301	downstream_gene_variant	MODIFIER	retained_intron			
rs3959569	missense_variant	MAPKBP1		ENST00000506301	downstream_gene_variant	MODIFIER	retained_intron			
rs3959569	missense_variant	MAPKBP1		ENST00000508050	downstream_gene_variant	MODIFIER	retained_intron			
rs3959569	missense_variant	MAPKBP1		ENST00000508050	downstream_gene_variant	MODIFIER	retained_intron			
rs3959569	missense_variant	RP11-23P13.4		ENST00000510176	downstream_gene_variant	MODIFIER	antisense			
rs3959569	missense_variant	RP11-23P13.4		ENST00000510176	downstream_gene_variant	MODIFIER	antisense			
rs3959569	missense_variant	RP11-23P13.4		ENST00000512295	downstream_gene_variant	MODIFIER	antisense			
rs3959569	missense_variant	RP11-23P13.4		ENST00000512295	downstream_gene_variant	MODIFIER	antisense			
rs3959569	missense_variant	MAPKBP1		ENST00000512433	downstream_gene_variant	MODIFIER	retained_intron			
rs3959569	missense_variant	MAPKBP1		ENST00000512433	downstream_gene_variant	MODIFIER	retained_intron			
rs3959569	missense_variant	MAPKBP1		ENST00000512970	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3959569	missense_variant	MAPKBP1		ENST00000512970	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs3959569	missense_variant	MAPKBP1		ENST00000514566	intron_variant	MODIFIER	protein_coding			
rs3959569	missense_variant	MAPKBP1		ENST00000514566	intron_variant	MODIFIER	protein_coding			
rs3959569	missense_variant	PLA2G4B		ENST00000542534	upstream_gene_variant	MODIFIER	protein_coding			
rs3959569	missense_variant	PLA2G4B		ENST00000542534	upstream_gene_variant	MODIFIER	protein_coding			
rs4082793	intron_variant	BCL11B		ENST00000345514	intron_variant	MODIFIER	protein_coding			
rs4082793	intron_variant	BCL11B		ENST00000357195	intron_variant	MODIFIER	protein_coding			
rs4082793	intron_variant	BCL11B		ENST00000443726	intron_variant	MODIFIER	protein_coding			
rs4237150	intron_variant	GLIS3		ENST00000381971	intron_variant	MODIFIER	protein_coding			
rs4237150	intron_variant	GLIS3		ENST00000381971	intron_variant	MODIFIER	protein_coding			
rs4237150	intron_variant	GLIS3		ENST00000381971	intron_variant	MODIFIER	protein_coding			
rs4237150	intron_variant	GLIS3		ENST00000465708	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs4237150	intron_variant	GLIS3		ENST00000465708	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs4237150	intron_variant	GLIS3		ENST00000465708	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs4237150	intron_variant	GLIS3		ENST00000471664	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs4237150	intron_variant	GLIS3		ENST00000471664	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs4237150	intron_variant	GLIS3		ENST00000471664	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs4237150	intron_variant	GLIS3		ENST00000477901	intron_variant	MODIFIER	protein_coding			
rs4237150	intron_variant	GLIS3		ENST00000477901	intron_variant	MODIFIER	protein_coding			
rs4237150	intron_variant	GLIS3		ENST00000477901	intron_variant	MODIFIER	protein_coding			
rs4237150	intron_variant	GLIS3		ENST00000478844	intron_variant	MODIFIER	protein_coding			
rs4237150	intron_variant	GLIS3		ENST00000478844	intron_variant	MODIFIER	protein_coding			
rs4237150	intron_variant	GLIS3		ENST00000478844	intron_variant	MODIFIER	protein_coding			
rs4237150	intron_variant	GLIS3		ENST00000481827	intron_variant	MODIFIER	protein_coding			
rs4237150	intron_variant	GLIS3		ENST00000481827	intron_variant	MODIFIER	protein_coding			
rs4237150	intron_variant	GLIS3		ENST00000481827	intron_variant	MODIFIER	protein_coding			
rs4237150	intron_variant	GLIS3		ENST00000490709	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs4237150	intron_variant	GLIS3		ENST00000490709	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs4237150	intron_variant	GLIS3		ENST00000490709	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs4237150	intron_variant	GLIS3		ENST00000491889	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs4237150	intron_variant	GLIS3		ENST00000491889	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs4237150	intron_variant	GLIS3		ENST00000491889	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs4382592	intron_variant	MED27		ENST00000292035	intron_variant	MODIFIER	protein_coding			
rs4382592	intron_variant	MED27		ENST00000292035	intron_variant	MODIFIER	protein_coding			
rs4382592	intron_variant	MED27		ENST00000357028	intron_variant	MODIFIER	protein_coding			
rs4382592	intron_variant	MED27		ENST00000357028	intron_variant	MODIFIER	protein_coding			
rs4548860	intron_variant	FTO		ENST00000394647	intron_variant	MODIFIER	protein_coding			
rs4548860	intron_variant	FTO		ENST00000464071	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs4548860	intron_variant	FTO		ENST00000471389	intron_variant	MODIFIER	protein_coding			
rs4548860	intron_variant	FTO		ENST00000570395	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs4556142	intergenic_variant				intergenic_variant					
rs458522	intron_variant	ZNF263		ENST00000219069	upstream_gene_variant	MODIFIER	protein_coding			
rs458522	intron_variant	ZNF263		ENST00000219069	upstream_gene_variant	MODIFIER	protein_coding			
rs458522	intron_variant	ZNF263		ENST00000538765	intron_variant	MODIFIER	protein_coding			
rs458522	intron_variant	ZNF263		ENST00000538765	intron_variant	MODIFIER	protein_coding			
rs458522	intron_variant	ZNF263		ENST00000572748	upstream_gene_variant	MODIFIER	protein_coding			
rs458522	intron_variant	ZNF263		ENST00000572748	upstream_gene_variant	MODIFIER	protein_coding			
rs458522	intron_variant	ZNF263		ENST00000573578	upstream_gene_variant	MODIFIER	protein_coding			
rs458522	intron_variant	ZNF263		ENST00000573578	upstream_gene_variant	MODIFIER	protein_coding			
rs458522	intron_variant	ZNF263		ENST00000574253	upstream_gene_variant	MODIFIER	protein_coding			
rs458522	intron_variant	ZNF263		ENST00000574253	upstream_gene_variant	MODIFIER	protein_coding			
rs458522	intron_variant	ZNF263		ENST00000575823	upstream_gene_variant	MODIFIER	protein_coding			
rs458522	intron_variant	ZNF263		ENST00000575823	upstream_gene_variant	MODIFIER	protein_coding			
rs459571	intron_variant	BRD3		ENST00000303407	intron_variant	MODIFIER	protein_coding			
rs459571	intron_variant	BRD3		ENST00000303407	intron_variant	MODIFIER	protein_coding			
rs459571	intron_variant	BRD3		ENST00000357885	intron_variant	MODIFIER	protein_coding			
