SNP	Most_severe_consequence	Gene_symbol	Gene_ID	Transcript_ID	Consequence	Impact	Biotype	Exon	Protein_position	Amino_acids
rs1029016	intron_variant	BNC2		ENST00000468187	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000468187	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000471301	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000471301	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000471301	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000484726	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs1029016	intron_variant	BNC2		ENST00000484726	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs1029016	intron_variant	BNC2		ENST00000484726	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs1029016	intron_variant	BNC2		ENST00000486514	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000486514	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000486514	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000545497	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000545497	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000545497	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000603313	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000603313	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000603313	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000603713	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000603713	intron_variant	MODIFIER	protein_coding			
rs1029016	intron_variant	BNC2		ENST00000603713	intron_variant	MODIFIER	protein_coding			
rs1044531	3_prime_UTR_variant	AKNA		ENST00000223791	3_prime_UTR_variant	MODIFIER	protein_coding			
rs1044531	3_prime_UTR_variant	AKNA		ENST00000307564	3_prime_UTR_variant	MODIFIER	protein_coding			
rs1044531	3_prime_UTR_variant	AKNA		ENST00000374075	3_prime_UTR_variant	MODIFIER	protein_coding			
rs1044531	3_prime_UTR_variant	AKNA		ENST00000374079	3_prime_UTR_variant	MODIFIER	protein_coding			
rs1044531	3_prime_UTR_variant	AKNA		ENST00000374088	3_prime_UTR_variant	MODIFIER	protein_coding			
rs1044531	3_prime_UTR_variant	ORM2		ENST00000412657	downstream_gene_variant	MODIFIER	protein_coding			
rs1044531	3_prime_UTR_variant	ORM2		ENST00000431067	downstream_gene_variant	MODIFIER	protein_coding			
rs1044531	3_prime_UTR_variant	AKNA		ENST00000492875	non_coding_transcript_exon_variant	MODIFIER	processed_transcript			
rs1046521	3_prime_UTR_variant	NRBF2		ENST00000277746	3_prime_UTR_variant	MODIFIER	protein_coding			
rs1046521	3_prime_UTR_variant	NRBF2		ENST00000435510	3_prime_UTR_variant	MODIFIER	protein_coding			
rs10499	3_prime_UTR_variant	ATP2A1		ENST00000357084	3_prime_UTR_variant	MODIFIER	protein_coding			
rs10499	3_prime_UTR_variant	ATP2A1		ENST00000357084	3_prime_UTR_variant	MODIFIER	protein_coding			
rs10499	3_prime_UTR_variant	RABEP2		ENST00000357573	downstream_gene_variant	MODIFIER	protein_coding			
rs10499	3_prime_UTR_variant	RABEP2		ENST00000357573	downstream_gene_variant	MODIFIER	protein_coding			
rs10499	3_prime_UTR_variant	RABEP2		ENST00000358201	downstream_gene_variant	MODIFIER	protein_coding			
rs10499	3_prime_UTR_variant	RABEP2		ENST00000358201	downstream_gene_variant	MODIFIER	protein_coding			
rs10499	3_prime_UTR_variant	ATP2A1		ENST00000395503	3_prime_UTR_variant	MODIFIER	protein_coding			
rs10499	3_prime_UTR_variant	ATP2A1		ENST00000395503	3_prime_UTR_variant	MODIFIER	protein_coding			
rs10499	3_prime_UTR_variant	ATP2A1		ENST00000536376	3_prime_UTR_variant	MODIFIER	protein_coding			
rs10499	3_prime_UTR_variant	ATP2A1		ENST00000536376	3_prime_UTR_variant	MODIFIER	protein_coding			
rs10499	3_prime_UTR_variant	RABEP2		ENST00000544477	downstream_gene_variant	MODIFIER	protein_coding			
rs10499	3_prime_UTR_variant	RABEP2		ENST00000544477	downstream_gene_variant	MODIFIER	protein_coding			
rs10499	3_prime_UTR_variant	ATP2A1		ENST00000564112	downstream_gene_variant	MODIFIER	protein_coding			
rs10499	3_prime_UTR_variant	ATP2A1		ENST00000564112	downstream_gene_variant	MODIFIER	protein_coding			
rs10499	3_prime_UTR_variant	ATP2A1		ENST00000564732	downstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs10499	3_prime_UTR_variant	ATP2A1		ENST00000564732	downstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs10519049	intergenic_variant				intergenic_variant					
rs10520699	intron_variant	PRC1		ENST00000361188	intron_variant	MODIFIER	protein_coding			
rs10520699	intron_variant	PRC1		ENST00000361919	intron_variant	MODIFIER	protein_coding			
rs10520699	intron_variant	Y_RNA		ENST00000363272	upstream_gene_variant	MODIFIER	misc_RNA			
rs10520699	intron_variant	PRC1		ENST00000394249	intron_variant	MODIFIER	protein_coding			
rs10520699	intron_variant	PRC1		ENST00000417173	downstream_gene_variant	MODIFIER	retained_intron			
rs10520699	intron_variant	PRC1		ENST00000442656	intron_variant	MODIFIER	protein_coding			
rs10520699	intron_variant	PRC1		ENST00000553494	downstream_gene_variant	MODIFIER	retained_intron			
rs10520699	intron_variant	PRC1-AS1		ENST00000554388	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs10520699	intron_variant	PRC1		ENST00000555455	upstream_gene_variant	MODIFIER	protein_coding			
rs10520699	intron_variant	PRC1		ENST00000555745	downstream_gene_variant	MODIFIER	processed_transcript			
rs10520699	intron_variant	PRC1		ENST00000555791	downstream_gene_variant	MODIFIER	retained_intron			
rs10520699	intron_variant	PRC1		ENST00000556129	downstream_gene_variant	MODIFIER	processed_transcript			
rs10520699	intron_variant	PRC1		ENST00000556982	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs10520699	intron_variant	PRC1		ENST00000557763	downstream_gene_variant	MODIFIER	retained_intron			
rs10520699	intron_variant	PRC1		ENST00000557905	downstream_gene_variant	MODIFIER	protein_coding			
rs10520699	intron_variant	PRC1		ENST00000559326	upstream_gene_variant	MODIFIER	retained_intron			
rs10520699	intron_variant	PRC1		ENST00000559811	downstream_gene_variant	MODIFIER	protein_coding			
rs10520699	intron_variant	PRC1		ENST00000559828	intron_variant	MODIFIER	protein_coding			
rs10520699	intron_variant	PRC1		ENST00000560605	downstream_gene_variant	MODIFIER	retained_intron			
rs10520699	intron_variant	PRC1		ENST00000560914	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs10758321	upstream_gene_variant	RP11-112J3.16		ENST00000431981	upstream_gene_variant	MODIFIER	lincRNA			
rs10758321	upstream_gene_variant	RP11-112J3.16		ENST00000574939	upstream_gene_variant	MODIFIER	lincRNA			
rs10811661	intergenic_variant				intergenic_variant					
rs10813516	intergenic_variant				intergenic_variant					
rs10821304	intergenic_variant				intergenic_variant					
rs10852284	intron_variant	AQP8		ENST00000219660	intron_variant	MODIFIER	protein_coding			
rs10852284	intron_variant	AQP8		ENST00000219660	intron_variant	MODIFIER	protein_coding			
rs10852284	intron_variant	AQP8		ENST00000566125	intron_variant	MODIFIER	protein_coding			
rs10852284	intron_variant	AQP8		ENST00000566125	intron_variant	MODIFIER	protein_coding			
rs10955992	intergenic_variant				intergenic_variant					
rs10970761	intergenic_variant				intergenic_variant					
rs10992408	intergenic_variant				intergenic_variant					
rs1101330	intron_variant	UBA52P6		ENST00000399822	downstream_gene_variant	MODIFIER	processed_pseudogene			
rs1101330	intron_variant	CDKN2B-AS1		ENST00000428597	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs1101330	intron_variant	CDKN2B-AS1		ENST00000455933	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs1101330	intron_variant	CDKN2B-AS1		ENST00000468603	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs1101330	intron_variant	CDKN2B-AS1		ENST00000577551	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs1101330	intron_variant	CDKN2B-AS1		ENST00000580467	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs1101330	intron_variant	CDKN2B-AS1		ENST00000580576	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs1101330	intron_variant	CDKN2B-AS1		ENST00000581051	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs1101330	intron_variant	CDKN2B-AS1		ENST00000582072	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs1101330	intron_variant	CDKN2B-AS1		ENST00000582301	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs1101330	intron_variant	CDKN2B-AS1		ENST00000583719	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs1101330	intron_variant	CDKN2B-AS1		ENST00000584020	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs1101330	intron_variant	CDKN2B-AS1		ENST00000584351	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs1101330	intron_variant	CDKN2B-AS1		ENST00000584637	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs1101330	intron_variant	CDKN2B-AS1		ENST00000584816	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs1101330	intron_variant	CDKN2B-AS1		ENST00000585267	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs11074446	upstream_gene_variant	SNRPEP3		ENST00000338402	upstream_gene_variant	MODIFIER	processed_pseudogene			
rs11074446	upstream_gene_variant	SNRPEP3		ENST00000338402	upstream_gene_variant	MODIFIER	processed_pseudogene			
rs11257562	intron_variant	SEC61A2		ENST00000298428	intron_variant	MODIFIER	protein_coding			
rs11257562	intron_variant	SEC61A2		ENST00000304267	intron_variant	MODIFIER	protein_coding			
rs11257562	intron_variant	SEC61A2		ENST00000379017	intron_variant	MODIFIER	protein_coding			
rs11257562	intron_variant	SEC61A2		ENST00000379020	intron_variant	MODIFIER	protein_coding			
rs11257562	intron_variant	SEC61A2		ENST00000379033	intron_variant	MODIFIER	protein_coding			
rs11257562	intron_variant	SEC61A2		ENST00000379051	intron_variant	MODIFIER	protein_coding			
rs11257562	intron_variant	SEC61A2		ENST00000418772	upstream_gene_variant	MODIFIER	protein_coding			
rs11257562	intron_variant	SEC61A2		ENST00000441368	intron_variant	MODIFIER	protein_coding			
rs11257562	intron_variant	SEC61A2		ENST00000457034	intron_variant	MODIFIER	protein_coding			
rs11257562	intron_variant	SEC61A2		ENST00000472221	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs11257562	intron_variant	SEC61A2		ENST00000475268	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs11257562	intron_variant	SEC61A2		ENST00000495368	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs11257655	downstream_gene_variant	RN7SL232P		ENST00000582360	downstream_gene_variant	MODIFIER	misc_RNA			
rs11257655	downstream_gene_variant	RN7SL232P		ENST00000582360	downstream_gene_variant	MODIFIER	misc_RNA			
rs11258435	intron_variant	BEND7		ENST00000396898	intron_variant	MODIFIER	protein_coding			
rs11258435	intron_variant	BEND7		ENST00000396898	intron_variant	MODIFIER	protein_coding			
rs11258435	intron_variant	BEND7		ENST00000396900	intron_variant	MODIFIER	protein_coding			
rs11258435	intron_variant	BEND7		ENST00000396900	intron_variant	MODIFIER	protein_coding			
rs11258435	intron_variant	RP11-214D15.2		ENST00000438431	upstream_gene_variant	MODIFIER	antisense			
rs11258435	intron_variant	RP11-214D15.2		ENST00000438431	upstream_gene_variant	MODIFIER	antisense			
rs11258435	intron_variant	BEND7		ENST00000466271	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs11258435	intron_variant	BEND7		ENST00000466271	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs113154802	intron_variant	PTCH1		ENST00000375274	intron_variant	MODIFIER	protein_coding			
rs113154802	intron_variant	PTCH1		ENST00000430669	intron_variant	MODIFIER	protein_coding			
rs113154802	intron_variant	PTCH1		ENST00000437951	intron_variant	MODIFIER	protein_coding			
rs113154802	intron_variant	PTCH1		ENST00000468211	intron_variant	MODIFIER	protein_coding			
rs113154802	intron_variant	PTCH1		ENST00000551425	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs113154802	intron_variant	PTCH1		ENST00000551623	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs113154802	intron_variant	RP11-435O5.4		ENST00000604650	downstream_gene_variant	MODIFIER	antisense			
rs113345285	intron_variant	PPP1R13B		ENST00000202556	intron_variant	MODIFIER	protein_coding			
rs113345285	intron_variant	PPP1R13B		ENST00000553739	intron_variant	MODIFIER	protein_coding			
rs113345285	intron_variant	PPP1R13B		ENST00000554106	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs113345285	intron_variant	PPP1R13B		ENST00000554136	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs113345285	intron_variant	PPP1R13B		ENST00000555734	intron_variant	MODIFIER	protein_coding			
rs113345285	intron_variant	PPP1R13B		ENST00000556325	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs113345285	intron_variant	PPP1R13B		ENST00000557082	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs113810193	upstream_gene_variant	AKTIP		ENST00000565408	upstream_gene_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000320301	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000361849	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000373955	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000373956	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs11598843	intron_variant	PCDH15		ENST00000373957	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000373965	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000395430	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000395432	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000395433	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000395438	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000395440	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000395442	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000395445	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000395446	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000409834	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000414367	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs11598843	intron_variant	PCDH15		ENST00000414778	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000437009	intron_variant	MODIFIER	protein_coding			
rs11598843	intron_variant	PCDH15		ENST00000448885	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs11598843	intron_variant	PCDH15		ENST00000495484	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs11633473	intergenic_variant				intergenic_variant					
rs117064493	intron_variant	LUC7L		ENST00000293872	intron_variant	MODIFIER	protein_coding			
rs117064493	intron_variant	LUC7L		ENST00000337351	intron_variant	MODIFIER	protein_coding			
rs117064493	intron_variant	LUC7L		ENST00000397780	intron_variant	MODIFIER	protein_coding			
rs117064493	intron_variant	LUC7L		ENST00000397783	intron_variant	MODIFIER	protein_coding			
rs117064493	intron_variant	LUC7L		ENST00000418978	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs117064493	intron_variant	LUC7L		ENST00000419516	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs117064493	intron_variant	LUC7L		ENST00000426094	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs117064493	intron_variant	LUC7L		ENST00000430864	intron_variant	MODIFIER	protein_coding			
rs117064493	intron_variant	LUC7L		ENST00000443357	intron_variant	MODIFIER	protein_coding			
rs117064493	intron_variant	LUC7L		ENST00000464711	upstream_gene_variant	MODIFIER	retained_intron			
rs117064493	intron_variant	LUC7L		ENST00000490762	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs117064493	intron_variant	LUC7L		ENST00000494366	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs117064493	intron_variant	LUC7L		ENST00000495349	upstream_gene_variant	MODIFIER	retained_intron			
rs117215804	intergenic_variant				intergenic_variant					
rs117414485	intron_variant	C10orf67		ENST00000376500	intron_variant	MODIFIER	protein_coding			
rs117414485	intron_variant	C10orf67		ENST00000376500	intron_variant	MODIFIER	protein_coding			
rs117515728	downstream_gene_variant	RP11-44F14.8		ENST00000571340	downstream_gene_variant	MODIFIER	lincRNA			
rs11819063	intron_variant	MYO3A		ENST00000265944	intron_variant	MODIFIER	protein_coding			
rs11819063	intron_variant	MYO3A		ENST00000265944	intron_variant	MODIFIER	protein_coding			
rs11819063	intron_variant	MYO3A		ENST00000265944	intron_variant	MODIFIER	protein_coding			
rs11819063	intron_variant	MYO3A		ENST00000478093	downstream_gene_variant	MODIFIER	processed_transcript			
rs11819063	intron_variant	MYO3A		ENST00000478093	downstream_gene_variant	MODIFIER	processed_transcript			
rs11819063	intron_variant	MYO3A		ENST00000478093	downstream_gene_variant	MODIFIER	processed_transcript			
rs11819063	intron_variant	MYO3A		ENST00000543632	intron_variant	MODIFIER	protein_coding			
rs11819063	intron_variant	MYO3A		ENST00000543632	intron_variant	MODIFIER	protein_coding			
rs11819063	intron_variant	MYO3A		ENST00000543632	intron_variant	MODIFIER	protein_coding			
rs11853527	intron_variant	WDR72		ENST00000360509	intron_variant	MODIFIER	protein_coding			
rs11853527	intron_variant	WDR72		ENST00000360509	intron_variant	MODIFIER	protein_coding			
rs11853527	intron_variant	WDR72		ENST00000360509	intron_variant	MODIFIER	protein_coding			
rs11853527	intron_variant	WDR72		ENST00000396328	intron_variant	MODIFIER	protein_coding			
rs11853527	intron_variant	WDR72		ENST00000396328	intron_variant	MODIFIER	protein_coding			
rs11853527	intron_variant	WDR72		ENST00000396328	intron_variant	MODIFIER	protein_coding			
rs11853527	intron_variant	WDR72		ENST00000557913	intron_variant	MODIFIER	protein_coding			
rs11853527	intron_variant	WDR72		ENST00000557913	intron_variant	MODIFIER	protein_coding			
rs11853527	intron_variant	WDR72		ENST00000557913	intron_variant	MODIFIER	protein_coding			
rs11853527	intron_variant	WDR72		ENST00000559418	intron_variant	MODIFIER	protein_coding			
rs11853527	intron_variant	WDR72		ENST00000559418	intron_variant	MODIFIER	protein_coding			
rs11853527	intron_variant	WDR72		ENST00000559418	intron_variant	MODIFIER	protein_coding			
rs11853527	intron_variant	WDR72		ENST00000560036	intron_variant	MODIFIER	protein_coding			
